kohl_product_id,amazon_product_ID,week_nmb,TCIN,Extraction_Date,kohl_product_name,kohl_Regular_price,kohl_Shipping,kohl_disc_perc,kohl_markdown_price,kohl_final_price,kohl_Product_Description,kohl_availability,kohl_additional_info,kohl_price_promo,amazon_product_name,amazon_Regular_price,amazon_Shipping,amazon_disc_perc,amazon_markdown_price,amazon_final_price,amazon_Product_Description,amazon_availability,amazon_additional_info,amazon_price_promo,Target_product_ID,Target_product_name,Target_Regular_price,Target_Shipping,Target_disc_perc,Target_markdown_price,Target_final_price,Target_Product_Description,Target_availability,Target_additional_info,Target_price_promo,kohl_availability_flag,amazon_availability_flag,Target_availability_flag,kohl_pdt_desc_length,Amz_pdt_desc_length,Target_pdt_desc_length,Price_diff_amazon_final_pr,Price_diff_target_final_pr,Price_diff_amazon_reg_pr,Price_diff_target_reg_pr,Price_rat_amazon_final_pr,Price_rat_target_final_pr,Price_rat_amazon_reg_pr,Price_rat_target_reg_pr,Availability,firstDate,lastDate,Recency_week,Recency_month,TCIN_var,max_tcin_price,min_tcin_price,gross_sales,net_Sales,Amz_rating1,Amz_rating2,Amz_rating3,Amz_rating4,Amz_rating5,Amz_Review_count,Amz_Avg_rating,Amz_Avg_helpful_votes,Amz_cal_avg_score,amz_rating_4_5,amz_rating_4_5_cnt,amz_rating_1_2,amz_rating_1_2_cnt,rating1_cnt,rating5_cnt,Avg_sentiment_score,Total_sentiment_score,Amz_Avg_Positive_sent_score,Amz_Total_Positive_sent_score,Amz_Avg_negative_sent_score,Amz_Total_negative_sent_score,reviews_1_M,reviews_2_M,reviews_3_M,reviews_6_M,Avg_wt_score,Tot_wt_score,pos_avg_wt_score,Pos_tot_wt_score,Neg_avg_wt_score,Neg_tot_wt_score,Amz_No_of_images,Amz_Not_User_Gen_images,Amz_User_Generated_images,kohls_Number_of_images
1130083,B0065QXOBU,22,14107216,29-04-2013,Wildkin Sidekick Backpack - Kids,34.99,0,0.300085739,24.49,24.49,"This Wildkin backpack is the perfect sidekick for school. With interior pockets, a pencil holder and two zippered compartments, this kids' backpack is a studying necessity.",Yes,n/a,n/a,Wildkin Straight-Up Red Sidekick Backpack,22.86,5.52,0,22.86,22.86,n/a,Yes,& FREE Shipping on orders over $25.,You Save: $7.13 (24%),14107216,Wildkin Sidekick Backpack - Orange,25.09,0,0,0,25.09,n/a,Yes,n/a,n/a,1,1,1,172,3,3,1.63,-0.6,12.13,9.9,1.071303587,0.97608609,1.530621172,1.394579514,1,03-12-2012,08-07-2013,59,13,4,24.49,24.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,16,0,1
1130229,B007W4MNHK,22,14107192,29-04-2013,Wildkin Owl Macropack Backpack - Kids,42.99,0,0.300069784,30.09,30.09,"This Wildkin backpack is a wise choice. With a spacious design, interior pockets and a mesh enclosure, this owl backpack keeps your little one's essentials organized. Whether going on a family trip or walking to school, this sweet backpack ensures your child will have a hoot. In pink/white/multi.",Yes,n/a,n/a,Wildkin Owls Macropak Backpack,33.16,0,0,33.16,33.16,n/a,Yes,& FREE Shipping.,You Save: $6.83 (17%),14107192,Wildkin Owls Macropak Backpack - Pink,33.19,0,0,0,33.19,n/a,Yes,n/a,n/a,1,1,1,297,3,3,-3.07,-3.1,9.83,9.8,0.907418577,0.906598373,1.296441496,1.29526966,1,03-12-2012,08-07-2013,59,13,1,30.09,30.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,30,0,1
1130231,NA,22,14107197,29-04-2013,Wildkin Leopard Macropack Backpack - Kids,42.99,0,0.300069784,30.09,30.09,"An exotic find from Wildkin. With a spacious design, interior pockets and a mesh enclosure, this leopard backpack keeps your little one's essentials organized. Whether going on a family trip or walking to school, this eye-catching backpack is a must-have. In pink/black.",Yes,n/a,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14107197,Wildkin Leopard Macropak Backpack - Pink,34.39,0,0,0,34.39,n/a,Yes,n/a,n/a,1,0,1,270,2,3,NA,-4.3,NA,8.6,NA,0.874963652,NA,1.250072696,1,03-12-2012,02-09-2013,59,13,1,30.09,30.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1130256,B007W4MN02,22,14107198,29-04-2013,Wildkin Olive Kids Wild Animals Pack 'n Snack Backpack - Kids,25.99,0,0.300115429,18.19,18.19,Take snacks on the go. This kids' Wildkin backpack doubles as a lunch bag with an insulated food-safe compartment. Enhance your little one's everyday routine with this playful animal backpack. In green/multi.,Yes,n/a,n/a,Wildkin Olive Kids Wild Animals Pack 'n Snack Backpack,20.2,5.47,0,20.2,20.2,n/a,Yes,& FREE Shipping on orders over $25.,You Save: $5.79 (22%),14107198,Wildkin Olive Kids Wild Animals Backpack - Green,23.39,0,0,0,23.39,n/a,Yes,n/a,n/a,1,1,1,208,3,3,-2.01,-5.2,5.79,2.6,0.90049505,0.77768277,1.286633663,1.111158615,1,03-12-2012,08-07-2013,59,13,1,18.19,18.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,1
1130257,B0067QYI5E,22,14107265,29-04-2013,Wildkin Olive Kids Mermaid Pack 'n Snack Backpack - Kids,29.99,0,0.300100033,20.99,20.99,Take snacks on the go. This girls' Wildkin backpack doubles as a lunch bag with an insulated food-safe compartment. Enhance her everyday routine with this adorable mermaid backpack. In blue/multi.,Yes,n/a,n/a,Wildkin Olive Kids Mermaids Pack 'n Snack,20.31,5.58,0,20.31,20.31,n/a,Yes,& FREE Shipping on orders over $25.,You Save: $5.68 (22%),14107265,Wildkin Olive Kids Mermaids Pack n Snack Blackpack - Blue,23.39,0,0,0,23.39,n/a,Yes,n/a,n/a,1,1,1,196,3,3,0.68,-2.4,9.68,6.6,1.033481044,0.897392048,1.476612506,1.282171868,1,03-12-2012,08-07-2013,59,13,1,20.99,20.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,1
1130258,B007W4MMNU,22,14107294,29-04-2013,Wildkin Olive Kids Paisley Pack 'n Snack Backpack - Kids,29.99,0,0.300100033,20.99,20.99,Take snacks on the go. This girls' Wildkin backpack doubles as a lunch bag with an insulated food-safe compartment. Enhance her everyday routine with this pretty paisley backpack. In pink/multi.,Yes,n/a,n/a,Wildkin Olive Kids Paisley Pack 'n Snack,25.99,0,0,0,25.99,n/a,Yes,& FREE Shipping.,n/a,14107294,Wildkin Olive Kids Pack N Snack Backpack - Pink,25.99,0,0,0,25.99,n/a,Yes,n/a,n/a,1,1,1,194,3,3,-5,-5,4,4,0.807618315,0.807618315,1.153905348,1.153905348,1,03-12-2012,08-07-2013,59,13,1,20.99,20.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,NA
1130262,NA,22,14107335,29-04-2013,Wildkin Peace Sign Kickstart Messenger Bag - Kids,36.99,0,0.300081103,25.89,25.89,"Carry school books in style with this Wildkin messenger bag. A front flap provides a smooth finish on this girls' messenger bag featuring six interior pockets, perfect for phones, pens and papers. Your little student will give this bag an A+ for its organized, sleek design and playful peace sign print. In purple.",Yes,n/a,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14107335,Wildkin Peace Signs Kickstart Messenger Bag - Purple,20.99,0,0,0,20.99,n/a,Yes,n/a,n/a,1,0,1,314,2,3,NA,4.9,NA,16,NA,1.233444497,NA,1.762267747,1,22-04-2013,02-09-2013,39,9,1,25.89,25.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1130297,B0065QXV7W,22,14107317,29-04-2013,Wildkin Ball 'n' All Sports Backpack - Kids,44.99,0,0.300066682,31.49,31.49,"Win first place with this Wildkin sports backpack. Featuring four exterior pockets, a mesh ball carrier and durable 600-denier construction, this dotted backpack is perfect for keeping your little athlete's gear organized. In blue.",Yes,n/a,n/a,Wildkin Soccer Bags,26.9,0,0,26.9,26.9,n/a,Yes,& FREE Shipping.,You Save: $13.09 (33%),14107317,Wildkin Sports Backpack - Blue,26.99,0,0,0,26.99,n/a,Yes,n/a,n/a,1,1,1,231,3,3,4.59,4.5,18.09,18,1.17063197,1.166728418,1.672490706,1.666913672,1,03-12-2012,08-07-2013,59,13,1,31.49,31.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,0,1
1130475,NA,22,13950591,29-04-2013,Wildkin Camo Good Times Rolling Duffel Bag - Kids,72.99,0,0.300041102,51.09,51.09,"Trust this Wildkin duffel bag for your little one's next trip. With in-line skate wheels, an extendable handle and an outer pocket, this boys' rolling duffel bag makes travel a breeze. Plus, the cool camouflage print promises to make him smile. In blue/white/gray.",Yes,n/a,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13950591,Embark Boys Upright Suitcase - Camo Print,32.99,0,0,0,32.99,"This upright suitcase from Embark is perfect for your child's overnight or weekend adventure. Features a unique camouflage print, a top carrying handle, a convenient zip closure, and wheels for easy movement. Water resistant and made from durable polyester, making it the ideal suitcase for everything from trips to grandpa and grandma's house, to school, and overnight field trips.",No,n/a,n/a,1,0,0,264,2,382,NA,18.1,NA,40,NA,1.548651106,NA,2.212488633,1,22-04-2013,06-05-2013,39,9,2,51.09,51.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1130483,NA,22,14107330,29-04-2013,Wildkin Horse Serious Backpack - Kids,67.99,0,0.300044124,47.59,47.59,"This cute Wildkin backpack seriously does it all. She can stow a 15-in. laptop in the padded compartment, strap her lunch bag to the front with the carabiner and listen to her MP3 player using the media pocket and headphones port. Complete with a whimsical horse print, this girls' backpack is a fun school essential. In pink/multi.",Yes,n/a,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14107330,Wildkin Horses Serious Backpack - Pink,67.99,0,0,0,67.99,n/a,Yes,n/a,n/a,1,0,1,332,2,3,NA,-20.4,NA,0,NA,0.699955876,NA,1,1,03-12-2012,02-09-2013,59,13,1,47.59,47.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1130485,B007WU46U6,22,14107319,29-04-2013,Wildkin Big Dots Serious Backpack - Kids,67.99,0,0.300044124,47.59,47.59,"This vibrant Wildkin backpack seriously does it all. Your little one can stow a 15-in. laptop in the padded compartment, strap a lunch bag to the front with the carabiner and listen to an MP3 player using the media pocket and headphones port. Complete with a colorful dot print, this kids' backpack is a fun school essential.",Yes,n/a,n/a,Wildkin Big Dots Green Serious Backpack,42.76,0,0,42.76,42.76,n/a,Yes,& FREE Shipping.,You Save: $17.23 (29%),14107319,Wildkin Big Dots Serious Backpack - Green,42.79,0,0,0,42.79,n/a,Yes,n/a,n/a,1,1,1,325,3,3,4.83,4.8,25.23,25.2,1.112956034,1.112175742,1.590037418,1.588922645,1,22-04-2013,08-07-2013,39,9,2,47.59,47.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,59,0,1
1130487,B007WU48MC,22,14107219,29-04-2013,Wildkin Camo Serious Backpack - Kids,67.99,0,0.300044124,47.59,47.59,"This cool Wildkin backpack seriously does it all. He can stow a 15-in. laptop in the padded compartment, strap his lunch bag to the front with the carabiner and listen to his MP3 player using the media pocket and headphones port. Complete with a colorful camo print, this backpack is a fun school essential. In blue/white/black.",Yes,n/a,n/a,Wildkin Blue Camo Serious Backpack,42.76,0,0,42.76,42.76,n/a,Yes,& FREE Shipping.,You Save: $17.23 (29%),14107219,Wildkin Camo Serious Backpack - Blue,42.79,0,0,0,42.79,n/a,Yes,n/a,n/a,1,1,1,328,3,3,4.83,4.8,25.23,25.2,1.112956034,1.112175742,1.590037418,1.588922645,1,03-12-2012,08-07-2013,59,13,1,47.59,47.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,59,0,1
1130488,B007WU58DK,22,14107212,29-04-2013,Wildkin Leopard Serious Backpack - Kids,67.99,0,0.300044124,47.59,47.59,"This exotic Wildkin backpack seriously does it all. She can stow a 15-in. laptop in the padded compartment, strap her lunch bag to the front with the carabiner and listen to her MP3 player using the media pocket and headphones port. Complete with an exciting leopard print, this girls' backpack is a fun school essential. In pink/black.",Yes,n/a,n/a,Wildkin Pink Leopard Serious Backpack,42.76,0,0,42.76,42.76,n/a,Yes,& FREE Shipping.,You Save: $17.23 (29%),14107212,Wildkin Leopard Serious Backpack - Pink,42.79,0,0,0,42.79,n/a,Yes,n/a,n/a,1,1,1,336,3,3,4.83,4.8,25.23,25.2,1.112956034,1.112175742,1.590037418,1.588922645,1,03-12-2012,02-09-2013,59,13,1,47.59,47.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,59,0,1
1130492,B007WU57NG,22,14107339,29-04-2013,Wildkin Serious Backpack - Kids,67.99,0,0.300044124,47.59,47.59,"This kids' Wildkin backpack seriously does it all. Your little one can stow a 15-in. laptop in the padded compartment, strap a lunch bag to the front with the carabiner and listen to an MP3 player using the media pocket and headphones port.",Yes,n/a,n/a,Wildkin Parrot Green Serious Backpack,37.35,0,0,37.35,37.35,n/a,Yes,& FREE Shipping.,You Save: $22.64 (38%),14107339,Wildkin Serious Backpack - Parrot Green,37.39,0,0,0,37.39,n/a,Yes,n/a,n/a,1,1,1,240,3,3,10.24,10.2,30.64,30.6,1.27416332,1.272800214,1.820348059,1.818400642,1,03-12-2012,08-07-2013,59,13,3,47.59,47.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,59,0,2
1130506,B007WU45KW,22,14107210,29-04-2013,Wildkin Big Dots Jumpstart Messenger Bag - Kids,36.99,0,0.300081103,25.89,25.89,"This Wildkin messenger bag has space for all your little one's school supplies. Two interior pockets and two pockets under the front flap of this kids' messenger bag keep them organized for class. Complete with a bright dot print, this messenger bag has A+ style. In aqua.",Yes,n/a,n/a,Wildkin Big Dots Aqua Jumpstart Messenger Bag,25.96,0,0,25.96,25.96,n/a,Yes,& FREE Shipping.,You Save: $6.03 (19%),14107210,Wildkin Big Dots Jumpstart Messenger Bag - Blue/ Purple,25.99,0,0,0,25.99,n/a,Yes,n/a,n/a,1,1,1,272,3,3,-0.07,-0.1,11.03,11,0.997303544,0.996152366,1.424884438,1.423239708,1,22-04-2013,08-07-2013,39,9,1,25.89,25.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,0,1
1130507,B007WU48JA,22,14107202,29-04-2013,Wildkin Camo Jumpstart Messenger Bag - Kids,36.99,0,0.300081103,25.89,25.89,"This Wildkin messenger bag has space for all his school supplies. Two interior pockets and two pockets under the front flap of this boys' messenger bag keep him organized for class. Complete with a cool camo print, this messenger bag has A+ style. In blue/white/gray.",Yes,n/a,n/a,Wildkin Blue Camo Jumpstart Messenger Bag,25.96,0,0,25.96,25.96,n/a,Yes,& FREE Shipping.,You Save: $6.03 (19%),14107202,Wildkin Camo Jumpstart Messenger Bag - Blue,25.99,0,0,0,25.99,n/a,Yes,n/a,n/a,1,1,1,267,3,3,-0.07,-0.1,11.03,11,0.997303544,0.996152366,1.424884438,1.423239708,1,22-04-2013,08-07-2013,39,9,1,25.89,25.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,0,1
1130531,NA,22,14107536,29-04-2013,Wildkin Horse Crackerjack Backpack - Kids,36.99,0,0.300081103,25.89,25.89,"She'll feel wild and free with this Wildkin backpack. From the roomy main compartment to the organizer front pocket with pouches and a pencil holder, this girls' backpack is a school essential. Plus, the horse print adds whimsical style. In pink/multi.",Yes,n/a,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14107536,Wildkin Horses Crackerjack Backpack - Pink,22.39,0,0,0,22.39,n/a,Yes,n/a,n/a,1,0,1,252,2,3,NA,3.5,NA,14.6,NA,1.156319786,NA,1.65207682,1,03-12-2012,02-09-2013,59,13,1,25.89,25.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1130538,B007WU46GK,22,14107537,29-04-2013,Wildkin Big Dots Crackerjack Backpack - Kids,36.99,0,0.300081103,25.89,25.89,"A brilliant backpack by Wildkin. From the roomy main compartment to the organizer front pocket with pouches and a pencil holder, this kids' backpack is a school essential. Plus, the dot print is bold and eye-catching.",Yes,n/a,n/a,Wildkin Big Dots Green Crackerjack Backpack,25.96,0,0,25.96,25.96,n/a,Yes,& FREE Shipping.,You Save: $6.03 (19%),14107537,Wildkin Big Dots Crackerjack Backpack - Green,25.99,0,0,0,25.99,n/a,Yes,n/a,n/a,1,1,1,217,3,3,-0.07,-0.1,11.03,11,0.997303544,0.996152366,1.424884438,1.423239708,1,03-12-2012,08-07-2013,59,13,3,25.89,25.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,0,6
1194232,B004IPOBKS,22,13616962,29-04-2013,McKlein Daley Briefcase,239.99,0,0.100004167,215.99,215.99,Push your style to the edge with this McKlein briefcase. This case complements your professional look. Enjoy the sophisticated style of this McKlein briefcase.,Yes,n/a,n/a,McKlein USA Coughlin Leather Expandable Attache Case,101.29,0,0,0,101.29,n/a,Yes,n/a,n/a,13616962,McKlein Leather Attache Case - Black,150,0,0.3,105,105,Keep yourself organized without compromising style with this leather attach? case by McKlein. This attach? case features an organizer pocket for important items and a built-in lock to keep your belongings secure.,Yes,n/a,n/a,1,1,1,159,3,212,114.7,110.99,138.7,89.99,2.132392141,2.057047619,2.369335571,1.599933333,1,29-04-2013,02-09-2013,38,8,1,215.99,215.99,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,4
1194244,B004IPKJWM,22,13618432,29-04-2013,McKlein Lawson Briefcase,239.99,0,0.100004167,215.99,215.99,Professional poise. Look smart carrying this McKlein Lawson briefcase. Shop our full selection of luggage at Kohls.com.,Yes,n/a,n/a,McKlein USA Lawson Leather Attache Case,93.18,0,0,93.18,93.18,n/a,Yes,& FREE Shipping.,You Save: $6.81 (7%),13618432,McKlein Leather Attache Case - Black,140,0,0,0,140,"This attach? case by McKlein is an ideal addition to your busy lifestyle. The leather case has an interior pocket for organization and latch closures with built-in locks for security. This black leather piece has a chic, stylish, and all-business look and feel.",Yes,n/a,n/a,1,1,1,119,3,261,122.81,75.99,146.81,99.99,2.317986692,1.542785714,2.575552694,1.714214286,1,22-04-2013,02-09-2013,39,9,2,215.99,215.99,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,4
1194320,B004YFC0NM,22,13618431,29-04-2013,McKlein Alexis 15.4-in. Laptop Briefcase,269.99,0,0.100003704,242.99,242.99,"Make the trek to work with this women's McKlein briefcase. It's fashionable and functional, making it the perfect choice for any trendsetter. Shop our full selection of luggage at Kohls.com.",Yes,n/a,n/a,McKlein USA Alexis - Fly-Through Checkpoint-Friendly Ladies' Laptop Case,103.98,0,0,103.98,103.98,n/a,Yes,& FREE Shipping.,You Save: $76.02 (42%),13618431,McKlein Ladies Leather Checkpoint-Friendly Case - Black,180,0,0.3,126,126,"Take your laptop and other items with you in this checkpoint-friendly case from McKlein. This black leather piece features a padded pocket to keep your computer safe, and the adjustable strap makes carrying it comfortable.",Yes,n/a,n/a,1,1,1,190,3,222,139.01,116.99,166.01,89.99,2.33689171,1.928492063,2.59655703,1.499944444,1,22-04-2013,02-09-2013,39,9,2,242.99,242.99,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,24
1194325,B004YF9BX4,22,13618420,29-04-2013,McKlein Verona 15.4-in. Laptop Briefcase,299.99,0,0.100003333,269.99,269.99,A work bag that works. This women's McKlein Verona briefcase will keep your things together. Shop our full selection of luggage at Kohls.com.,Yes,n/a,n/a,McKlein USA Verona - Ladies' Fly-Through Checkpoint-Friendly Laptop Briefcase,114.78,0,0,114.78,114.78,n/a,Yes,& FREE Shipping.,You Save: $85.22 (43%),13618420,McKlein Ladies Leather Checkpoint-Friendly Case - Red,144,0,0,0,144,"This red leather checkpoint-friendly case by McKlein is the perfect accessory for air travelers. The adjustable strap makes sure the bag stays comfortable while carried, and the zip closure keeps your accessories tucked safely inside.",Yes,n/a,n/a,1,1,1,141,3,234,155.21,125.99,185.21,155.99,2.352239066,1.874930556,2.613608643,2.083263889,1,03-12-2012,02-09-2013,59,13,1,269.99,269.99,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,0,18
1194346,B004YF2FMI,22,13618427,29-04-2013,McKlein Avon 15.4-in. Laptop Briefcase,269.99,0,0.100003704,242.99,242.99,"Sophistication meets street-smart style with this women's McKlein briefcase. If you're striving for a professional appearance, this laptop bag is the perfect accessory. Shop our full selection of luggage at Kohls.com.",Yes,n/a,n/a,McKlein USA Avon - Ladies' Leather Laptop Briefcase,103.98,0,0,103.98,103.98,n/a,Yes,& FREE Shipping.,You Save: $76.02 (42%),13618427,McKlein Ladies Leather Briefcase - Red,180,0,0.3,126,126,"Take your work with you away from the office in style with this red leather briefcase from McKlein. A padded laptop pocket keeps your computer protected, and the adjustable strap makes carrying the briefcase comfortable.",Yes,n/a,n/a,1,1,1,217,3,220,139.01,116.99,166.01,89.99,2.33689171,1.928492063,2.59655703,1.499944444,1,22-04-2013,02-09-2013,39,9,1,242.99,242.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,18
1253569,B008LTJ26K,22,14496680,29-04-2013,T-Tech by Tumi Digital Flashlight Clock,34.99,0,0,0,34.99,"Light up your room with this T-Tech by Tumi digital clock. This clock will help you stay on schedule. For our full selection of T-Tech by Tumi clocks, shop Kohls.com.",Yes,n/a,n/a,T-Tech by Tumi Luggage Digital Flashlight Clock,24,4.98,0,24,24,n/a,Yes,& FREE Shipping and Free Returns.,You Save: $6.00 (20%),14496680,T-TECH By TUMI Digital Flashlight Clock - Grey,30,0,0,0,30,n/a,No,n/a,n/a,1,1,0,166,3,3,10.99,4.99,10.99,4.99,1.457916667,1.166333333,1.457916667,1.166333333,1,22-04-2013,02-09-2013,39,9,1,34.99,34.99,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,1
1253571,B008LTJ288,22,14496872,29-04-2013,T-Tech by Tumi eReader Light,29.99,0,0,0,29.99,"Shed some light with this T-Tech by Tumi eReader accessory. Catch up on your favorite book with this eReader light. For more accessories by T-Tech by Tumi, shop Kohls.com.",Yes,n/a,n/a,T-Tech by Tumi Luggage Ereader Light,20,4.98,0,20,20,n/a,Yes,& FREE Shipping and Free Returns.,You Save: $5.00 (20%),14496872,T-TECH By TUMI eReader Light - Grey,25,0,0,0,25,n/a,No,n/a,n/a,1,1,0,171,3,3,9.99,4.99,9.99,4.99,1.4995,1.1996,1.4995,1.1996,1,22-04-2013,02-09-2013,39,9,1,29.99,29.99,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,1
1253574,B008LTJ28I,22,14496858,29-04-2013,T-Tech by Tumi Travel Adapter with USB,49.99,0,0,0,49.99,"Feel comfortable traveling with this T-Tech by Tumi travel adapter. This adapter's portable size makes it perfect for all of your traveling needs. For more T-Tech by Tumi accessories, shop Kohls.com.",Yes,n/a,n/a,T-Tech by Tumi Luggage Travel Adapter With Usb,36,0,0,36,36,n/a,Yes,& FREE Shipping and Free Returns.,You Save: $9.00 (20%),14496858,T-TECH By TUMI Travel Adapter with USB - Black,45,0,0,0,45,n/a,No,n/a,n/a,1,1,0,199,3,3,13.99,4.99,13.99,4.99,1.388611111,1.110888889,1.388611111,1.110888889,1,22-04-2013,02-09-2013,39,9,1,49.99,49.99,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,1
1253575,B008LTJ2MO,22,14496917,29-04-2013,T-Tech by Tumi Cable Lock,24.99,0,0,0,24.99,"Protect your personal items with this T-Tech by Tumi cable lock. This lock works perfectly to protect your luggage while traveling. For more T-Tech by Tumi products, shop Kohls.com.",Yes,n/a,n/a,T-Tech by Tumi Luggage Cable Lock,16,4.98,0,16,16,n/a,Yes,& FREE Shipping and Free Returns.,You Save: $4.00 (20%),14496917,T-TECH By TUMI Cable Lock - Silver,20,0,0,0,20,n/a,No,n/a,n/a,1,1,0,181,3,3,8.99,4.99,8.99,4.99,1.561875,1.2495,1.561875,1.2495,1,22-04-2013,02-09-2013,39,9,1,24.99,24.99,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1
