Unique_Pdt_Identifier_Mainpdt,Unique_Pdt_Identifier_Variant,Review_Creation_Date,week_nmb,,
B001JRIISY,B001JRIISY,18-06-2012,-23,B001JRIISYB001JRIISY-23,#N/A
B001JRIISY,B001JRIISY,17-06-2012,-23,B001JRIISYB001JRIISY-23,#N/A
B001JRIISY,B001JRIISY,15-06-2012,-23,B001JRIISYB001JRIISY-23,#N/A
B001JRIISY,B001JRIISY,06-06-2012,-25,B001JRIISYB001JRIISY-25,B001JRIISYB001JRIISY-25
B001JRIISY,B001JRIISY,01-06-2012,-25,B001JRIISYB001JRIISY-25,B001JRIISYB001JRIISY-25
B001JRIISY,B001JRIISY,24-05-2012,-27,B001JRIISYB001JRIISY-27,B001JRIISYB001JRIISY-27
B001JRIISY,B001JRIISY,17-05-2012,-28,B001JRIISYB001JRIISY-28,B001JRIISYB001JRIISY-28
B001JRIISY,B001JRIISY,01-05-2012,-30,B001JRIISYB001JRIISY-30,B001JRIISYB001JRIISY-30
B001JRIISY,B001JRIISY,30-04-2012,-30,B001JRIISYB001JRIISY-30,B001JRIISYB001JRIISY-30
B001JRIISY,B001JRIISY,29-04-2012,-30,B001JRIISYB001JRIISY-30,B001JRIISYB001JRIISY-30
B001JRIISY,B001JRIISY,28-04-2012,-30,B001JRIISYB001JRIISY-30,B001JRIISYB001JRIISY-30
B001JRIISY,B001JRIISY,25-04-2012,-31,B001JRIISYB001JRIISY-31,B001JRIISYB001JRIISY-31
B001JRIISY,B001JRIISY,20-04-2012,-31,B001JRIISYB001JRIISY-31,B001JRIISYB001JRIISY-31
B001JRIISY,B001JRIISY,19-04-2012,-32,B001JRIISYB001JRIISY-32,B001JRIISYB001JRIISY-32
B001JRIISY,B001JRIISY,18-04-2012,-32,B001JRIISYB001JRIISY-32,B001JRIISYB001JRIISY-32
B001JRIISY,B001JRIISY,18-04-2012,-32,B001JRIISYB001JRIISY-32,B001JRIISYB001JRIISY-32
B001JRIISY,B001JRIISY,16-04-2012,-32,B001JRIISYB001JRIISY-32,B001JRIISYB001JRIISY-32
B001JRIISY,B001JRIISY,02-04-2012,-34,B001JRIISYB001JRIISY-34,#N/A
B001JRIISY,B001JRIISY,22-03-2012,-36,B001JRIISYB001JRIISY-36,B001JRIISYB001JRIISY-36
B001JRIISY,B001JRIISY,20-03-2012,-36,B001JRIISYB001JRIISY-36,B001JRIISYB001JRIISY-36
B001JRIISY,B001JRIISY,11-03-2012,-37,B001JRIISYB001JRIISY-37,#N/A
B001JRIISY,B001JRIISY,28-02-2012,-39,B001JRIISYB001JRIISY-39,B001JRIISYB001JRIISY-39
B001JRIISY,B001JRIISY,21-02-2012,-40,B001JRIISYB001JRIISY-40,B001JRIISYB001JRIISY-40
B001JRIISY,B001JRIISY,08-02-2012,-42,B001JRIISYB001JRIISY-42,B001JRIISYB001JRIISY-42
B001JRIISY,B001JRIISY,02-02-2012,-43,B001JRIISYB001JRIISY-43,B001JRIISYB001JRIISY-43
B001JRIISY,B001JRIISY,02-02-2012,-43,B001JRIISYB001JRIISY-43,B001JRIISYB001JRIISY-43
B001JRIISY,B001JRIISY,31-01-2012,-43,B001JRIISYB001JRIISY-43,B001JRIISYB001JRIISY-43
B001JRIISY,B001JRIISY,29-01-2012,-43,B001JRIISYB001JRIISY-43,B001JRIISYB001JRIISY-43
B001JRIISY,B001JRIISY,21-01-2012,-44,B001JRIISYB001JRIISY-44,B001JRIISYB001JRIISY-44
B001JRIISY,B001JRIISY,17-01-2012,-45,B001JRIISYB001JRIISY-45,B001JRIISYB001JRIISY-45
B001JRIISY,B001JRIISY,14-01-2012,-45,B001JRIISYB001JRIISY-45,B001JRIISYB001JRIISY-45
B001JRIISY,B001JRIISY,09-01-2012,-46,B001JRIISYB001JRIISY-46,B001JRIISYB001JRIISY-46
B001JRIISY,B001JRIISY,27-12-2011,-48,B001JRIISYB001JRIISY-48,B001JRIISYB001JRIISY-48
B001JRIISY,B001JRIISY,19-12-2011,-49,B001JRIISYB001JRIISY-49,#N/A
B001JRIISY,B001JRIISY,17-12-2011,-49,B001JRIISYB001JRIISY-49,#N/A
B001JRIISY,B001JRIISY,14-12-2011,-50,B001JRIISYB001JRIISY-50,B001JRIISYB001JRIISY-50
B001JRIISY,B001JRIISY,14-12-2011,-50,B001JRIISYB001JRIISY-50,B001JRIISYB001JRIISY-50
B001JRIISY,B001JRIISY,27-11-2011,-52,B001JRIISYB001JRIISY-52,#N/A
B001JRIISY,B001JRIISY,21-11-2011,-53,B001JRIISYB001JRIISY-53,B001JRIISYB001JRIISY-53
B001JRIISY,B001JRIISY,09-11-2011,-55,B001JRIISYB001JRIISY-55,B001JRIISYB001JRIISY-55
B001JRIISY,B001JRIISY,01-11-2011,-56,B001JRIISYB001JRIISY-56,B001JRIISYB001JRIISY-56
B001JRIISY,B001JRIISY,01-11-2011,-56,B001JRIISYB001JRIISY-56,B001JRIISYB001JRIISY-56
B001JRIISY,B001JRIISY,28-10-2011,-56,B001JRIISYB001JRIISY-56,B001JRIISYB001JRIISY-56
B001JRIISY,B001JRIISY,27-10-2011,-57,B001JRIISYB001JRIISY-57,B001JRIISYB001JRIISY-57
B001JRIISY,B001JRIISY,19-10-2011,-58,B001JRIISYB001JRIISY-58,B001JRIISYB001JRIISY-58
B001JRIISY,B001JRIISY,12-10-2011,-59,B001JRIISYB001JRIISY-59,B001JRIISYB001JRIISY-59
B001JRIISY,B001JRIISY,04-10-2011,-60,B001JRIISYB001JRIISY-60,B001JRIISYB001JRIISY-60
B001JRIISY,B001JRIISY,26-09-2011,-61,B001JRIISYB001JRIISY-61,#N/A
B001JRIISY,B001JRIISY,23-09-2011,-61,B001JRIISYB001JRIISY-61,#N/A
B001JRIISY,B001JRIISY,15-09-2011,-63,B001JRIISYB001JRIISY-63,B001JRIISYB001JRIISY-63
B001JRIISY,B001JRIISY,21-07-2011,-71,B001JRIISYB001JRIISY-71,B001JRIISYB001JRIISY-71
B001JRIISY,B001JRIISY,03-07-2011,-73,B001JRIISYB001JRIISY-73,#N/A
B001JRIISY,B001JRIISY,29-06-2011,-74,B001JRIISYB001JRIISY-74,B001JRIISYB001JRIISY-74
B001JRIISY,B001JRIISY,27-06-2011,-74,B001JRIISYB001JRIISY-74,B001JRIISYB001JRIISY-74
B001JRIISY,B001JRIISY,27-11-2013,52,B001JRIISYB001JRIISY52,B001JRIISYB001JRIISY52
B001JRIISY,B001JRIISY,17-11-2013,51,B001JRIISYB001JRIISY51,#N/A
B001JRIISY,B001JRIISY,10-11-2013,50,B001JRIISYB001JRIISY50,B001JRIISYB001JRIISY50
B001JRNP2I,B001JRNP2I,17-12-2011,-49,B001JRNP2IB001JRNP2I-49,#N/A
B001JRNP2I,B001JRNP2I,14-12-2011,-50,B001JRNP2IB001JRNP2I-50,B001JRNP2IB001JRNP2I-50
B001JRNP2I,B001JRNP2I,14-12-2011,-50,B001JRNP2IB001JRNP2I-50,B001JRNP2IB001JRNP2I-50
B001JRNP2I,B001JRNP2I,27-11-2011,-52,B001JRNP2IB001JRNP2I-52,#N/A
B001JRNP2I,B001JRNP2I,21-11-2011,-53,B001JRNP2IB001JRNP2I-53,B001JRNP2IB001JRNP2I-53
B001JRNP2I,B001JRNP2I,09-11-2011,-55,B001JRNP2IB001JRNP2I-55,B001JRNP2IB001JRNP2I-55
B001JRNP2I,B001JRNP2I,01-11-2011,-56,B001JRNP2IB001JRNP2I-56,B001JRNP2IB001JRNP2I-56
B001JRNP2I,B001JRNP2I,01-11-2011,-56,B001JRNP2IB001JRNP2I-56,B001JRNP2IB001JRNP2I-56
B001JRNP2I,B001JRNP2I,28-10-2011,-56,B001JRNP2IB001JRNP2I-56,B001JRNP2IB001JRNP2I-56
B001JRNP2I,B001JRNP2I,27-10-2011,-57,B001JRNP2IB001JRNP2I-57,B001JRNP2IB001JRNP2I-57
B001JRNP2I,B001JRNP2I,19-10-2011,-58,B001JRNP2IB001JRNP2I-58,B001JRNP2IB001JRNP2I-58
B001JRNP2I,B001JRNP2I,12-10-2011,-59,B001JRNP2IB001JRNP2I-59,B001JRNP2IB001JRNP2I-59
B001JRNP2I,B001JRNP2I,04-10-2011,-60,B001JRNP2IB001JRNP2I-60,B001JRNP2IB001JRNP2I-60
B001JRNP2I,B001JRNP2I,26-09-2011,-61,B001JRNP2IB001JRNP2I-61,#N/A
B001JRNP2I,B001JRNP2I,23-09-2011,-61,B001JRNP2IB001JRNP2I-61,#N/A
B001JRNP2I,B001JRNP2I,15-09-2011,-63,B001JRNP2IB001JRNP2I-63,B001JRNP2IB001JRNP2I-63
B001JRNP2I,B001JRNP2I,21-07-2011,-71,B001JRNP2IB001JRNP2I-71,B001JRNP2IB001JRNP2I-71
B001JRNP2I,B001JRNP2I,03-07-2011,-73,B001JRNP2IB001JRNP2I-73,#N/A
B001JRNP2I,B001JRNP2I,29-06-2011,-74,B001JRNP2IB001JRNP2I-74,B001JRNP2IB001JRNP2I-74
B001JRNP2I,B001JRNP2I,27-06-2011,-74,B001JRNP2IB001JRNP2I-74,B001JRNP2IB001JRNP2I-74
B001JRNP2I,B001JRNP2I,20-06-2011,-75,B001JRNP2IB001JRNP2I-75,B001JRNP2IB001JRNP2I-75
B001JRNP2I,B001JRNP2I,21-04-2011,-84,B001JRNP2IB001JRNP2I-84,B001JRNP2IB001JRNP2I-84
B001JRNP2I,B001JRNP2I,24-03-2011,-88,B001JRNP2IB001JRNP2I-88,B001JRNP2IB001JRNP2I-88
B001JRNP2I,B001JRNP2I,23-03-2011,-88,B001JRNP2IB001JRNP2I-88,B001JRNP2IB001JRNP2I-88
B001JRNP2I,B001JRNP2I,11-02-2011,-93,B001JRNP2IB001JRNP2I-93,#N/A
B001JRNP2I,B001JRNP2I,31-12-2010,-99,B001JRNP2IB001JRNP2I-99,#N/A
B001JRNP2I,B001JRNP2I,31-12-2010,-99,B001JRNP2IB001JRNP2I-99,#N/A
B001JRNP2I,B001JRNP2I,13-12-2010,-102,B001JRNP2IB001JRNP2I-102,#N/A
B001JRNP2I,B001JRNP2I,05-11-2010,-107,B001JRNP2IB001JRNP2I-107,#N/A
B001JRNP2I,B001JRNP2I,10-03-2009,-194,B001JRNP2IB001JRNP2I-194,B001JRNP2IB001JRNP2I-194
B001JRNP2I,B001JRNP2I,27-11-2013,52,B001JRNP2IB001JRNP2I52,B001JRNP2IB001JRNP2I52
B001JRNP2I,B001JRNP2I,17-11-2013,51,B001JRNP2IB001JRNP2I51,#N/A
B001JRNP2I,B001JRNP2I,10-11-2013,50,B001JRNP2IB001JRNP2I50,B001JRNP2IB001JRNP2I50
B001JRNP2I,B001JRNP2I,04-11-2013,49,B001JRNP2IB001JRNP2I49,B001JRNP2IB001JRNP2I49
B001JRNP2I,B001JRNP2I,26-10-2013,48,B001JRNP2IB001JRNP2I48,#N/A
B001JRNP2I,B001JRNP2I,25-10-2013,48,B001JRNP2IB001JRNP2I48,#N/A
B001JRNP2I,B001JRNP2I,23-10-2013,47,B001JRNP2IB001JRNP2I47,B001JRNP2IB001JRNP2I47
B001JRNP2I,B001JRNP2I,08-10-2013,45,B001JRNP2IB001JRNP2I45,B001JRNP2IB001JRNP2I45
B001JRNP2I,B001JRNP2I,05-10-2013,45,B001JRNP2IB001JRNP2I45,B001JRNP2IB001JRNP2I45
B001JRNP2I,B001JRNP2I,03-10-2013,44,B001JRNP2IB001JRNP2I44,B001JRNP2IB001JRNP2I44
B001JRNP2I,B001JRNP2I,29-09-2013,44,B001JRNP2IB001JRNP2I44,B001JRNP2IB001JRNP2I44
B001JRNP2I,B001JRNP2I,20-09-2013,43,B001JRNP2IB001JRNP2I43,B001JRNP2IB001JRNP2I43
B001JRNP2I,B001JRNP2I,14-09-2013,42,B001JRNP2IB001JRNP2I42,B001JRNP2IB001JRNP2I42
B001JRNP2I,B001JRNP2I,09-09-2013,41,B001JRNP2IB001JRNP2I41,B001JRNP2IB001JRNP2I41
B001JRNP2I,B001JRNP2I,03-09-2013,40,B001JRNP2IB001JRNP2I40,B001JRNP2IB001JRNP2I40
B001JRNP2I,B001JRNP2I,02-09-2013,40,B001JRNP2IB001JRNP2I40,B001JRNP2IB001JRNP2I40
B001JRNP2I,B001JRNP2I,29-08-2013,39,B001JRNP2IB001JRNP2I39,B001JRNP2IB001JRNP2I39
B001JRNP2I,B001JRNP2I,27-08-2013,39,B001JRNP2IB001JRNP2I39,B001JRNP2IB001JRNP2I39
B001JRNP2I,B001JRNP2I,22-08-2013,38,B001JRNP2IB001JRNP2I38,B001JRNP2IB001JRNP2I38
B001JRNP2I,B001JRNP2I,21-08-2013,38,B001JRNP2IB001JRNP2I38,B001JRNP2IB001JRNP2I38
B001JRNP2I,B001JRNP2I,20-08-2013,38,B001JRNP2IB001JRNP2I38,B001JRNP2IB001JRNP2I38
B001JRNP2I,B001JRNP2I,17-08-2013,38,B001JRNP2IB001JRNP2I38,B001JRNP2IB001JRNP2I38
B001JRNP2I,B001JRNP2I,17-08-2013,38,B001JRNP2IB001JRNP2I38,B001JRNP2IB001JRNP2I38
B001JRNP2I,B001JRNP2I,15-08-2013,37,B001JRNP2IB001JRNP2I37,B001JRNP2IB001JRNP2I37
B001JRNP2I,B001JRNP2I,15-08-2013,37,B001JRNP2IB001JRNP2I37,B001JRNP2IB001JRNP2I37
B001JRNP2I,B001JRNP2I,14-08-2013,37,B001JRNP2IB001JRNP2I37,B001JRNP2IB001JRNP2I37
B001JRNP2I,B001JRNP2I,01-08-2013,35,B001JRNP2IB001JRNP2I35,B001JRNP2IB001JRNP2I35
B001JRNP2I,B001JRNP2I,30-07-2013,35,B001JRNP2IB001JRNP2I35,B001JRNP2IB001JRNP2I35
B001JRNP2I,B001JRNP2I,28-07-2013,35,B001JRNP2IB001JRNP2I35,B001JRNP2IB001JRNP2I35
B001JRNP2I,B001JRNP2I,26-07-2013,35,B001JRNP2IB001JRNP2I35,B001JRNP2IB001JRNP2I35
B001JRNP2I,B001JRNP2I,21-07-2013,34,B001JRNP2IB001JRNP2I34,B001JRNP2IB001JRNP2I34
B001JRNP2I,B001JRNP2I,20-07-2013,34,B001JRNP2IB001JRNP2I34,B001JRNP2IB001JRNP2I34
B001JRNP2I,B001JRNP2I,12-07-2013,33,B001JRNP2IB001JRNP2I33,B001JRNP2IB001JRNP2I33
B001JRNP2I,B001JRNP2I,11-07-2013,32,B001JRNP2IB001JRNP2I32,B001JRNP2IB001JRNP2I32
B001JRNP2I,B001JRNP2I,06-07-2013,32,B001JRNP2IB001JRNP2I32,B001JRNP2IB001JRNP2I32
B001JRNP2I,B001JRNP2I,04-07-2013,31,B001JRNP2IB001JRNP2I31,B001JRNP2IB001JRNP2I31
B001JRNP2I,B001JRNP2I,03-07-2013,31,B001JRNP2IB001JRNP2I31,B001JRNP2IB001JRNP2I31
B001JRNP2I,B001JRNP2I,02-07-2013,31,B001JRNP2IB001JRNP2I31,B001JRNP2IB001JRNP2I31
B001JRNP2I,B001JRNP2I,01-07-2013,31,B001JRNP2IB001JRNP2I31,B001JRNP2IB001JRNP2I31
B001JRNP2I,B001JRNP2I,26-06-2013,30,B001JRNP2IB001JRNP2I30,B001JRNP2IB001JRNP2I30
B001JRNP2I,B001JRNP2I,24-06-2013,30,B001JRNP2IB001JRNP2I30,B001JRNP2IB001JRNP2I30
B001JRNP2I,B001JRNP2I,23-06-2013,30,B001JRNP2IB001JRNP2I30,B001JRNP2IB001JRNP2I30
B001JRNP2I,B001JRNP2I,18-06-2013,29,B001JRNP2IB001JRNP2I29,B001JRNP2IB001JRNP2I29
B001JRNP2I,B001JRNP2I,11-06-2013,28,B001JRNP2IB001JRNP2I28,B001JRNP2IB001JRNP2I28
B001JRNP2I,B001JRNP2I,10-06-2013,28,B001JRNP2IB001JRNP2I28,B001JRNP2IB001JRNP2I28
B001JRNP2I,B001JRNP2I,09-06-2013,28,B001JRNP2IB001JRNP2I28,B001JRNP2IB001JRNP2I28
B001JRNP2I,B001JRNP2I,03-06-2013,27,B001JRNP2IB001JRNP2I27,B001JRNP2IB001JRNP2I27
B001JRNP2I,B001JRNP2I,02-06-2013,27,B001JRNP2IB001JRNP2I27,B001JRNP2IB001JRNP2I27
B001JRNP2I,B001JRNP2I,02-06-2013,27,B001JRNP2IB001JRNP2I27,B001JRNP2IB001JRNP2I27
B001JRNP2I,B001JRNP2I,30-05-2013,26,B001JRNP2IB001JRNP2I26,B001JRNP2IB001JRNP2I26
B001JRNP2I,B001JRNP2I,30-05-2013,26,B001JRNP2IB001JRNP2I26,B001JRNP2IB001JRNP2I26
B001JRNP2I,B001JRNP2I,28-05-2013,26,B001JRNP2IB001JRNP2I26,B001JRNP2IB001JRNP2I26
B001JRNP2I,B001JRNP2I,27-05-2013,26,B001JRNP2IB001JRNP2I26,B001JRNP2IB001JRNP2I26
B001JRNP2I,B001JRNP2I,26-05-2013,26,B001JRNP2IB001JRNP2I26,B001JRNP2IB001JRNP2I26
B001JRNP2I,B001JRNP2I,21-05-2013,25,B001JRNP2IB001JRNP2I25,B001JRNP2IB001JRNP2I25
B001JRNP2I,B001JRNP2I,21-05-2013,25,B001JRNP2IB001JRNP2I25,B001JRNP2IB001JRNP2I25
B001JRNP2I,B001JRNP2I,20-05-2013,25,B001JRNP2IB001JRNP2I25,B001JRNP2IB001JRNP2I25
B001JRNP2I,B001JRNP2I,20-05-2013,25,B001JRNP2IB001JRNP2I25,B001JRNP2IB001JRNP2I25
B001JRNP2I,B001JRNP2I,15-05-2013,24,B001JRNP2IB001JRNP2I24,B001JRNP2IB001JRNP2I24
B001JRNP2I,B001JRNP2I,14-05-2013,24,B001JRNP2IB001JRNP2I24,B001JRNP2IB001JRNP2I24
B001JRNP2I,B001JRNP2I,13-05-2013,24,B001JRNP2IB001JRNP2I24,B001JRNP2IB001JRNP2I24
B001JRNP2I,B001JRNP2I,09-05-2013,23,B001JRNP2IB001JRNP2I23,B001JRNP2IB001JRNP2I23
B001JRNP2I,B001JRNP2I,07-05-2013,23,B001JRNP2IB001JRNP2I23,B001JRNP2IB001JRNP2I23
B001JRNP2I,B001JRNP2I,02-05-2013,22,B001JRNP2IB001JRNP2I22,B001JRNP2IB001JRNP2I22
B001JRNP2I,B001JRNP2I,30-04-2013,22,B001JRNP2IB001JRNP2I22,B001JRNP2IB001JRNP2I22
B001JRNP2I,B001JRNP2I,26-04-2013,22,B001JRNP2IB001JRNP2I22,B001JRNP2IB001JRNP2I22
B001JRNP2I,B001JRNP2I,22-04-2013,21,B001JRNP2IB001JRNP2I21,B001JRNP2IB001JRNP2I21
B001JRNP2I,B001JRNP2I,18-04-2013,20,B001JRNP2IB001JRNP2I20,B001JRNP2IB001JRNP2I20
B001JRNP2I,B001JRNP2I,17-04-2013,20,B001JRNP2IB001JRNP2I20,B001JRNP2IB001JRNP2I20
B001JRNP2I,B001JRNP2I,17-04-2013,20,B001JRNP2IB001JRNP2I20,B001JRNP2IB001JRNP2I20
B001JRNP2I,B001JRNP2I,16-04-2013,20,B001JRNP2IB001JRNP2I20,B001JRNP2IB001JRNP2I20
B001JRNP2I,B001JRNP2I,13-04-2013,20,B001JRNP2IB001JRNP2I20,B001JRNP2IB001JRNP2I20
B001JRNP2I,B001JRNP2I,12-04-2013,20,B001JRNP2IB001JRNP2I20,B001JRNP2IB001JRNP2I20
B001JRNP2I,B001JRNP2I,08-04-2013,19,B001JRNP2IB001JRNP2I19,B001JRNP2IB001JRNP2I19
B001JRNP2I,B001JRNP2I,06-04-2013,19,B001JRNP2IB001JRNP2I19,B001JRNP2IB001JRNP2I19
B001JRNP2I,B001JRNP2I,05-04-2013,19,B001JRNP2IB001JRNP2I19,B001JRNP2IB001JRNP2I19
B001JRNP2I,B001JRNP2I,03-04-2013,18,B001JRNP2IB001JRNP2I18,B001JRNP2IB001JRNP2I18
B001JRNP2I,B001JRNP2I,28-03-2013,17,B001JRNP2IB001JRNP2I17,B001JRNP2IB001JRNP2I17
B001JRNP2I,B001JRNP2I,28-03-2013,17,B001JRNP2IB001JRNP2I17,B001JRNP2IB001JRNP2I17
B001JRNP2I,B001JRNP2I,28-03-2013,17,B001JRNP2IB001JRNP2I17,B001JRNP2IB001JRNP2I17
B001JRNP2I,B001JRNP2I,26-03-2013,17,B001JRNP2IB001JRNP2I17,B001JRNP2IB001JRNP2I17
B001JRNP2I,B001JRNP2I,23-03-2013,17,B001JRNP2IB001JRNP2I17,B001JRNP2IB001JRNP2I17
B001JRNP2I,B001JRNP2I,22-03-2013,17,B001JRNP2IB001JRNP2I17,B001JRNP2IB001JRNP2I17
B001JRNP2I,B001JRNP2I,20-03-2013,16,B001JRNP2IB001JRNP2I16,B001JRNP2IB001JRNP2I16
B001JRNP2I,B001JRNP2I,20-03-2013,16,B001JRNP2IB001JRNP2I16,B001JRNP2IB001JRNP2I16
B001JRNP2I,B001JRNP2I,19-03-2013,16,B001JRNP2IB001JRNP2I16,B001JRNP2IB001JRNP2I16
B001JRNP2I,B001JRNP2I,19-03-2013,16,B001JRNP2IB001JRNP2I16,B001JRNP2IB001JRNP2I16
B001JRNP2I,B001JRNP2I,19-03-2013,16,B001JRNP2IB001JRNP2I16,B001JRNP2IB001JRNP2I16
B001JRNP2I,B001JRNP2I,18-03-2013,16,B001JRNP2IB001JRNP2I16,B001JRNP2IB001JRNP2I16
B001JRNP2I,B001JRNP2I,18-03-2013,16,B001JRNP2IB001JRNP2I16,B001JRNP2IB001JRNP2I16
B001JRNP2I,B001JRNP2I,18-03-2013,16,B001JRNP2IB001JRNP2I16,B001JRNP2IB001JRNP2I16
B001JRNP2I,B001JRNP2I,13-03-2013,15,B001JRNP2IB001JRNP2I15,B001JRNP2IB001JRNP2I15
B001JRNP2I,B001JRNP2I,03-03-2013,14,B001JRNP2IB001JRNP2I14,#N/A
B001JRNP2I,B001JRNP2I,25-02-2013,13,B001JRNP2IB001JRNP2I13,B001JRNP2IB001JRNP2I13
B001JRNP2I,B001JRNP2I,25-02-2013,13,B001JRNP2IB001JRNP2I13,B001JRNP2IB001JRNP2I13
B001JRNP2I,B001JRNP2I,23-02-2013,13,B001JRNP2IB001JRNP2I13,B001JRNP2IB001JRNP2I13
B001JRNP2I,B001JRNP2I,17-02-2013,12,B001JRNP2IB001JRNP2I12,B001JRNP2IB001JRNP2I12
B001JRNP2I,B001JRNP2I,17-02-2013,12,B001JRNP2IB001JRNP2I12,B001JRNP2IB001JRNP2I12
B001JRNP2I,B001JRNP2I,13-02-2013,11,B001JRNP2IB001JRNP2I11,B001JRNP2IB001JRNP2I11
B001JRNP2I,B001JRNP2I,26-01-2013,9,B001JRNP2IB001JRNP2I9,#N/A
B001JRNP2I,B001JRNP2I,23-01-2013,8,B001JRNP2IB001JRNP2I8,B001JRNP2IB001JRNP2I8
B001JRNP2I,B001JRNP2I,20-01-2013,8,B001JRNP2IB001JRNP2I8,B001JRNP2IB001JRNP2I8
B001JRNP2I,B001JRNP2I,11-01-2013,7,B001JRNP2IB001JRNP2I7,B001JRNP2IB001JRNP2I7
B001JRNP2I,B001JRNP2I,06-01-2013,6,B001JRNP2IB001JRNP2I6,B001JRNP2IB001JRNP2I6
B001JRNP2I,B001JRNP2I,06-01-2013,6,B001JRNP2IB001JRNP2I6,B001JRNP2IB001JRNP2I6
B001JRNP2I,B001JRNP2I,05-01-2013,6,B001JRNP2IB001JRNP2I6,B001JRNP2IB001JRNP2I6
B001JRNP2I,B001JRNP2I,05-01-2013,6,B001JRNP2IB001JRNP2I6,B001JRNP2IB001JRNP2I6
B001JRNP2I,B001JRNP2I,03-01-2013,5,B001JRNP2IB001JRNP2I5,B001JRNP2IB001JRNP2I5
B001JRNP2I,B001JRNP2I,31-12-2012,5,B001JRNP2IB001JRNP2I5,B001JRNP2IB001JRNP2I5
B001JRNP2I,B001JRNP2I,29-12-2012,5,B001JRNP2IB001JRNP2I5,B001JRNP2IB001JRNP2I5
B001JRNP2I,B001JRNP2I,28-12-2012,5,B001JRNP2IB001JRNP2I5,B001JRNP2IB001JRNP2I5
B001JRNP2I,B001JRNP2I,25-12-2012,4,B001JRNP2IB001JRNP2I4,B001JRNP2IB001JRNP2I4
B001JRNP2I,B001JRNP2I,25-12-2012,4,B001JRNP2IB001JRNP2I4,B001JRNP2IB001JRNP2I4
B001JRNP2I,B001JRNP2I,13-12-2012,2,B001JRNP2IB001JRNP2I2,B001JRNP2IB001JRNP2I2
B001JRNP2I,B001JRNP2I,11-12-2012,2,B001JRNP2IB001JRNP2I2,B001JRNP2IB001JRNP2I2
B001JRNP2I,B001JRNP2I,11-12-2012,2,B001JRNP2IB001JRNP2I2,B001JRNP2IB001JRNP2I2
B001JRNP2I,B001JRNP2I,08-12-2012,2,B001JRNP2IB001JRNP2I2,B001JRNP2IB001JRNP2I2
B001JRNP2I,B001JRNP2I,04-12-2012,1,B001JRNP2IB001JRNP2I1,B001JRNP2IB001JRNP2I1
B001JRNP2I,B001JRNP2I,01-12-2012,1,B001JRNP2IB001JRNP2I1,B001JRNP2IB001JRNP2I1
B001JRNP2I,B001JRNP2I,29-11-2012,0,B001JRNP2IB001JRNP2I0,B001JRNP2IB001JRNP2I0
B001JRNP2I,B001JRNP2I,23-11-2012,0,B001JRNP2IB001JRNP2I0,B001JRNP2IB001JRNP2I0
B001JRNP2I,B001JRNP2I,23-11-2012,0,B001JRNP2IB001JRNP2I0,B001JRNP2IB001JRNP2I0
B001JRNP2I,B001JRNP2I,19-11-2012,-1,B001JRNP2IB001JRNP2I-1,B001JRNP2IB001JRNP2I-1
B001JRNP2I,B001JRNP2I,17-11-2012,-1,B001JRNP2IB001JRNP2I-1,B001JRNP2IB001JRNP2I-1
B001JRNP2I,B001JRNP2I,17-11-2012,-1,B001JRNP2IB001JRNP2I-1,B001JRNP2IB001JRNP2I-1
B001JRNP2I,B001JRNP2I,09-11-2012,-2,B001JRNP2IB001JRNP2I-2,B001JRNP2IB001JRNP2I-2
B001JRNP2I,B001JRNP2I,30-10-2012,-4,B001JRNP2IB001JRNP2I-4,B001JRNP2IB001JRNP2I-4
B001JRNP2I,B001JRNP2I,16-10-2012,-6,B001JRNP2IB001JRNP2I-6,B001JRNP2IB001JRNP2I-6
B001JRNP2I,B001JRNP2I,11-10-2012,-7,B001JRNP2IB001JRNP2I-7,B001JRNP2IB001JRNP2I-7
B001JRNP2I,B001JRNP2I,10-10-2012,-7,B001JRNP2IB001JRNP2I-7,B001JRNP2IB001JRNP2I-7
B001JRNP2I,B001JRNP2I,21-09-2012,-9,B001JRNP2IB001JRNP2I-9,#N/A
B001JRNP2I,B001JRNP2I,17-09-2012,-10,B001JRNP2IB001JRNP2I-10,B001JRNP2IB001JRNP2I-10
B001JRNP2I,B001JRNP2I,15-09-2012,-10,B001JRNP2IB001JRNP2I-10,B001JRNP2IB001JRNP2I-10
B001JRNP2I,B001JRNP2I,10-09-2012,-11,B001JRNP2IB001JRNP2I-11,B001JRNP2IB001JRNP2I-11
B001JRNP2I,B001JRNP2I,05-09-2012,-12,B001JRNP2IB001JRNP2I-12,B001JRNP2IB001JRNP2I-12
B001JRNP2I,B001JRNP2I,23-08-2012,-14,B001JRNP2IB001JRNP2I-14,B001JRNP2IB001JRNP2I-14
B001JRNP2I,B001JRNP2I,23-08-2012,-14,B001JRNP2IB001JRNP2I-14,B001JRNP2IB001JRNP2I-14
B001JRNP2I,B001JRNP2I,16-08-2012,-15,B001JRNP2IB001JRNP2I-15,B001JRNP2IB001JRNP2I-15
B001JRNP2I,B001JRNP2I,16-08-2012,-15,B001JRNP2IB001JRNP2I-15,B001JRNP2IB001JRNP2I-15
B001JRNP2I,B001JRNP2I,10-08-2012,-15,B001JRNP2IB001JRNP2I-15,B001JRNP2IB001JRNP2I-15
