UgamID	Category_Path	Retailer	Division	Category	Department	Class	Subclass	Product_URL	Brand	Product_Name	Unique_Product_Identifier_Mainproduct	Unique_Product_Identifier_Variant	Final_Price_after_Discount	Extraction_Date	Review:Link	Review:Header	Review:Creation_Date	Review:From	Review:By	Review:Helpful_Votes	Review:Total_Votes	Review:Rating_Score	Review:Rating_Scale	Review:Reviewers_Badges	Review_Text	Review:Count_Of_Comments	Review:Verified_Purchase	Reviewer_Age	Reviewer_Gender	Review_Count	Product_reviews
LGKR0081	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/prd-1309422/rockland-2-pc-luggage-set.jsp	Rockland	Rockland Luggage, 2-pc. Luggage Set	1309422	1309422	59.99	2013-12-02 18:47:40	http://reviews.kohls.com/9025/1309422/reviews.htm?format=embedded	n/a	n/a	n/a	n/a	n/a	0	n/a	5	n/a	n/a	n/a	n/a	n/a	n/a	0	0
LGKR0092	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/prd-1309446/rockland-luggage-4-pc-luggage-set.jsp	Rockland	Rockland Luggage, 4-pc. Luggage Set	1309446	1309446	167.99	2013-12-02 18:47:53	http://reviews.kohls.com/9025/1309446/reviews.htm?format=embedded	n/a	n/a	n/a	n/a	n/a	0	n/a	5	n/a	n/a	n/a	n/a	n/a	n/a	0	0
LGKR0089	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/prd-1309443/rockland-4-pc-luggage-set.jsp	n/a	n/a	1309443	1309443	n/a	2013-12-02 18:47:53	http://reviews.kohls.com/9025/1309443/reviews.htm?format=embedded	n/a	n/a	n/a	n/a	n/a	0	n/a	5	n/a	n/a	n/a	n/a	n/a	n/a	0	0
LGKR0090	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/prd-1309444/rockland-luggage-4-pc-luggage-set.jsp	n/a	n/a	1309444	1309444	n/a	2013-12-02 18:47:53	http://reviews.kohls.com/9025/1309444/reviews.htm?format=embedded	Very bold design	05/31/2013	Southern California	ElephantLover	0	0	4	5	n/a	I bought this set because of the design. You can spot these across the room! They are big and durable. Very roomy. We love them!	n/a	n/a	35-44	n/a	1	1
LGKR0091	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/prd-1309446/rockland-4-pc-luggage-set.jsp	Rockland	Rockland Luggage, 4-pc. Luggage Set	1309446	1309446	167.99	2013-12-02 18:47:53	http://reviews.kohls.com/9025/1309446/reviews.htm?format=embedded	n/a	n/a	n/a	n/a	n/a	0	n/a	5	n/a	n/a	n/a	n/a	n/a	n/a	0	0
LGKR0098	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/prd-1309458/rockland-4-pc-luggage-set.jsp	Rockland	Rockland Luggage, 4-pc. Luggage Set	1309458	1309458	167.99	2013-12-02 18:48:10	http://reviews.kohls.com/9025/1309458/reviews.htm?format=embedded	n/a	n/a	n/a	n/a	n/a	0	n/a	5	n/a	n/a	n/a	n/a	n/a	n/a	0	0
LGKR0100	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/prd-1309464/rockland-4-pc-luggage-set.jsp	Rockland	Rockland Luggage, 4-pc. Luggage Set	1309464	1309464	167.99	2013-12-02 18:48:10	http://reviews.kohls.com/9025/1309464/reviews.htm?format=embedded	n/a	06/29/2013	Bastrop, TEXAS	poppie1003	0	0	5	5	n/a	Love this luggage. Bought the set for my granddaughter for our upcoming vacation. I am giving her 2 piece now and saving the other 2 for Christmas. Beautiful, large inside and trendy outside... she won't have any trouble finding her luggage at the luggage terminal. Super- quick shipping! Very pleased.	n/a	n/a	55-65	n/a	1	1
LGKR0099	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/prd-1309463/rockland-4-pc-luggage-set.jsp	Rockland	Rockland Luggage, 4-pc. Luggage Set	1309463	1309463	167.99	2013-12-02 18:48:10	http://reviews.kohls.com/9025/1309463/reviews.htm?format=embedded	n/a	n/a	n/a	n/a	n/a	0	n/a	5	n/a	n/a	n/a	n/a	n/a	n/a	0	0
LGKR0097	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/prd-1309456/rockland-4-pc-luggage-set.jsp?pfx=pfx_shopcompare&cid=shopping7&mr:referralID=8a652566-c46e-11e2-9dea-001b2166becc	n/a	n/a	1309456	1309456	n/a	2013-12-02 18:48:10	http://reviews.kohls.com/9025/1309456/reviews.htm?format=embedded	n/a	n/a	n/a	n/a	n/a	0	n/a	5	n/a	n/a	n/a	n/a	n/a	n/a	0	0
LGKR0107	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/prd-1309650/rockland-4-pc-luggage-set.jsp	Rockland	Rockland Luggage, 4-pc. Luggage Set	1309650	1309650	164.99	2013-12-02 18:48:23	http://reviews.kohls.com/9025/1309650/reviews.htm?format=embedded	n/a	n/a	n/a	n/a	n/a	0	n/a	5	n/a	n/a	n/a	n/a	n/a	n/a	0	0
LGKR0105	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/prd-1309631/rockland-polo-equipment-4-pc-expandable-wheeled-luggage-set.jsp	Rockland	Rockland Luggage, Polo Equipment 4-pc. Expandable Wheeled Luggage Set	1309631	1309631	207.99	2013-12-02 18:48:23	http://reviews.kohls.com/9025/1309631/reviews.htm?format=embedded	n/a	n/a	n/a	n/a	n/a	0	n/a	5	n/a	n/a	n/a	n/a	n/a	n/a	0	0
LGKR0206	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/prd-1309631/rockland-luggage-polo-equipment-4-pc-expandable-wheeled-luggage-set.jsp?searchTerm=Rockland%20Polo%20Equipment%204%20pc.%20Expandable%20Luggage%20Set%20-%20Purple	Rockland	Rockland Luggage, Polo Equipment 4-pc. Expandable Wheeled Luggage Set	1309631	1309631	207.99	2013-12-02 18:48:23	http://reviews.kohls.com/9025/1309631/reviews.htm?format=embedded	n/a	n/a	n/a	n/a	n/a	0	n/a	5	n/a	n/a	n/a	n/a	n/a	n/a	0	0
LGKR0106	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/prd-1309635/rockland-polo-equipment-4-pc-expandable-wheeled-luggage-set.jsp	n/a	n/a	1309635	1309635	n/a	2013-12-02 18:48:23	http://reviews.kohls.com/9025/1309635/reviews.htm?format=embedded	n/a	n/a	n/a	n/a	n/a	0	n/a	5	n/a	n/a	n/a	n/a	n/a	n/a	0	0
LGKR0114	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/prd-1309694/rockland-polka-dot-wheeled-duffel-bag.jsp	Rockland	Rockland Luggage, Polka Dot Wheeled Duffel Bag	1309694	1309694	41.99	2013-12-02 18:48:41	http://reviews.kohls.com/9025/1309694/reviews.htm?format=embedded	n/a	n/a	n/a	n/a	n/a	0	n/a	5	n/a	n/a	n/a	n/a	n/a	n/a	0	0
LGKR0115	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/prd-1309695/rockland-plaid-wheeled-duffel-bag.jsp	Rockland	Rockland Luggage, Plaid Wheeled Duffel Bag	1309695	1309695	41.99	2013-12-02 18:48:41	http://reviews.kohls.com/9025/1309695/reviews.htm?format=embedded	n/a	n/a	n/a	n/a	n/a	0	n/a	5	n/a	n/a	n/a	n/a	n/a	n/a	0	0
LGKR0113	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/prd-1309693/rockland-polka-dot-wheeled-duffel-bag.jsp	Rockland	Rockland Luggage, Polka Dot Wheeled Duffel Bag	1309693	1309693	41.99	2013-12-02 18:48:41	http://reviews.kohls.com/9025/1309693/reviews.htm?format=embedded	n/a	n/a	n/a	n/a	n/a	0	n/a	5	n/a	n/a	n/a	n/a	n/a	n/a	0	0
LGKR0112	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/prd-1309672/rockland-giraffe-wheeled-duffel-bag.jsp?pfx=pfx_shopcompare&cid=shopping7&mr:referralID=0115845e-c468-11e2-a969-001b2166c2c0	Rockland	Rockland Luggage, Giraffe Wheeled Duffel Bag	1309672	1309672	41.99	2013-12-02 18:48:41	http://reviews.kohls.com/9025/1309672/reviews.htm?format=embedded	n/a	n/a	n/a	n/a	n/a	0	n/a	5	n/a	n/a	n/a	n/a	n/a	n/a	0	0
LGKR0122	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/prd-1309705/rockland-polka-dot-wheeled-duffel-bag.jsp	Rockland	Rockland Luggage, Polka Dot Wheeled Duffel Bag	1309705	1309705	41.99	2013-12-02 18:48:53	http://reviews.kohls.com/9025/1309705/reviews.htm?format=embedded	n/a	n/a	n/a	n/a	n/a	0	n/a	5	n/a	n/a	n/a	n/a	n/a	n/a	0	0
LGKR0123	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/prd-1309708/rockland-wheeled-duffel-bag.jsp	Rockland	Rockland Luggage, Wheeled Duffel Bag	1309708	1309708	41.99	2013-12-02 18:48:53	http://reviews.kohls.com/9025/1309708/reviews.htm?format=embedded	n/a	n/a	n/a	n/a	n/a	0	n/a	5	n/a	n/a	n/a	n/a	n/a	n/a	0	0
LGKR0121	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/prd-1309700/rockland-zebra-wheeled-duffel-bag.jsp?pfx=pfx_shopcompare&cid=shopping7&mr:referralID=fb0a3a19-c467-11e2-a969-001b2166c2c0	Rockland	Rockland Luggage, Zebra Wheeled Duffel Bag	1309700	1309700	41.99	2013-12-02 18:48:53	http://reviews.kohls.com/9025/1309700/reviews.htm?format=embedded	n/a	n/a	n/a	n/a	n/a	0	n/a	5	n/a	n/a	n/a	n/a	n/a	n/a	0	0
LGKR0120	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/prd-1309700/rockland-zebra-wheeled-duffel-bag.jsp	Rockland	Rockland Luggage, Zebra Wheeled Duffel Bag	1309700	1309700	41.99	2013-12-02 18:48:53	http://reviews.kohls.com/9025/1309700/reviews.htm?format=embedded	n/a	n/a	n/a	n/a	n/a	0	n/a	5	n/a	n/a	n/a	n/a	n/a	n/a	0	0
LGKR0130	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/prd-1309805/rockland-wheeled-duffel-bag.jsp	Rockland	Rockland Luggage, Wheeled Duffel Bag	1309805	1309805	41.99	2013-12-02 18:49:00	http://reviews.kohls.com/9025/1309805/reviews.htm?format=embedded	n/a	n/a	n/a	n/a	n/a	0	n/a	5	n/a	n/a	n/a	n/a	n/a	n/a	0	0
LGKR0129	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/prd-1309803/rockland-love-wheeled-duffel-bag.jsp?searchTerm=Rockland%20Rolling%20Duffle%20Bag%20-%20Love%2022	Rockland	Rockland Luggage, Love Wheeled Duffel Bag	1309803	1309803	41.99	2013-12-02 18:49:00	http://reviews.kohls.com/9025/1309803/reviews.htm?format=embedded	n/a	n/a	n/a	n/a	n/a	0	n/a	5	n/a	n/a	n/a	n/a	n/a	n/a	0	0
LGKR0131	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/prd-1309810/rockland-wheeled-duffel-bag.jsp	Rockland	Rockland Luggage, Wheeled Duffel Bag	1309810	1309810	53.99	2013-12-02 18:49:00	http://reviews.kohls.com/9025/1309810/reviews.htm?format=embedded	n/a	03/09/2013	n/a	Tidel	1	2	5	5	n/a	n/a	n/a	n/a	45-54	n/a	1	1
LGKR0128	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/prd-1309725/rockland-polka-dot-wheeled-duffel-bag.jsp?searchTerm=Rockland%20Rolling%20Duffle%20Bag%20-%20Multi%20Leaf%2022	n/a	n/a	1309725	1309725	n/a	2013-12-02 18:49:00	http://reviews.kohls.com/9025/1309725/reviews.htm?format=embedded	n/a	n/a	n/a	n/a	n/a	0	n/a	5	n/a	n/a	n/a	n/a	n/a	n/a	0	0
LGKR0139	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/prd-1309857/rockland-zebra-duffel-bag.jsp?pfx=pfx_shopcompare&cid=shopping7&mr:referralID=fb0a39f9-c467-11e2-a969-001b2166c2c0	Rockland	Rockland Zebra Duffel Bag	1309857	1309857	23.99	2013-12-02 18:49:18	http://reviews.kohls.com/9025/1309857/reviews.htm?format=embedded	Bought for teen	03/07/2013	firsttimereviewer	firsttimereviewer	0	0	5	5	n/a	My granddaughter really likes this bag. It is compact but efficient with several pockets. For her it could have been a little bigger but I can see how this size bag would be a great carryon when flying.	n/a	n/a	55-65	n/a	1	1
LGKR0137	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/prd-1309856/rockland-polka-dot-duffel-bag.jsp	Rockland	Rockland Polka-Dot Duffel Bag	1309856	1309856	23.99	2013-12-02 18:49:18	http://reviews.kohls.com/9025/1309856/reviews.htm?format=embedded	n/a	n/a	n/a	n/a	n/a	0	n/a	5	n/a	n/a	n/a	n/a	n/a	n/a	0	0
LGKR0136	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/prd-1309828/rockland-luca-vergani-zebra-2-pc-cosmetic-bag-set.jsp	Rockland	Rockland Luca Vergani Zebra 2-pc. Cosmetic Bag Set	1309828	1309828	45.00	2013-12-02 18:49:18	http://reviews.kohls.com/9025/1309828/reviews.htm?format=embedded	n/a	n/a	n/a	n/a	n/a	0	n/a	5	n/a	n/a	n/a	n/a	n/a	n/a	0	0
LGKR0146	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/prd-1309928/rockland-pucci-20-in-hardside-spinner-carry-on.jsp?searchTerm=Rockland%20Hard-Sided%20Carry%20On%20Bag%20-%20Pucci%2020	Rockland	Rockland Luggage, Pucci 20-in. Hardside Spinner Carry-On	1309928	1309928	111.99	2013-12-02 18:49:33	http://reviews.kohls.com/9025/1309928/reviews.htm?format=embedded	n/a	n/a	n/a	n/a	n/a	0	n/a	5	n/a	n/a	n/a	n/a	n/a	n/a	0	0
LGKR0138	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/prd-1309857/rockland-zebra-duffel-bag.jsp	Rockland	Rockland Zebra Duffel Bag	1309857	1309857	23.99	2013-12-02 18:49:18	http://reviews.kohls.com/9025/1309857/reviews.htm?format=embedded	Bought for teen	03/07/2013	firsttimereviewer	firsttimereviewer	0	0	5	5	n/a	My granddaughter really likes this bag. It is compact but efficient with several pockets. For her it could have been a little bigger but I can see how this size bag would be a great carryon when flying.	n/a	n/a	55-65	n/a	1	1
LGKR0145	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/prd-1309927/rockland-pearl-20-in-hardside-spinner-carry-on.jsp?searchTerm=Rockland%20Hard-Sided%20Carry%20On%20Bag%20-%20Purple%20Pearl%2020	Rockland	Rockland Luggage, Pearl 20-in. Hardside Spinner Carry-On	1309927	1309927	111.99	2013-12-02 18:49:33	http://reviews.kohls.com/9025/1309927/reviews.htm?format=embedded	Bought as gift for Mother	10/16/2013	Tucson	SG70	0	0	4	5	n/a	I bought this as a gift for my 85-year young mother's birthday. She got a lot of compliments on it - color etc. during a recent trip when it was her carryon luggage. She loves the spinner as it's easy for her to roll about.	n/a	n/a	55-65	n/a	1	1
LGKR0144	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/prd-1309908/rockland-pink-polka-dot-duffel-bag.jsp?pfx=pfx_shopcompare&cid=shopping7&mr:referralID=c445642f-c467-11e2-a969-001b2166c2c0	Rockland	Rockland Pink Polka-Dot Duffel Bag	1309908	1309908	23.99	2013-12-02 18:49:33	http://reviews.kohls.com/9025/1309908/reviews.htm?format=embedded	n/a	n/a	n/a	n/a	n/a	0	n/a	5	n/a	n/a	n/a	n/a	n/a	n/a	0	0
LGKR0143	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/prd-1309907/rockland-plaid-duffel-bag.jsp	Rockland	Rockland Plaid Duffel Bag	1309907	1309907	23.99	2013-12-02 18:49:33	http://reviews.kohls.com/9025/1309907/reviews.htm?format=embedded	n/a	n/a	n/a	n/a	n/a	0	n/a	5	n/a	n/a	n/a	n/a	n/a	n/a	0	0
LGKR0208	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/prd-1425964/lego-legends-of-chima-backpack-kids.jsp	n/a	n/a	1425964	1425964	n/a	2013-12-02 18:49:47	http://reviews.kohls.com/9025/1425964/reviews.htm?format=embedded	n/a	n/a	n/a	n/a	n/a	0	n/a	5	n/a	n/a	n/a	n/a	n/a	n/a	0	0
LGKR0152	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/prd-1309989/rockland-polo-equipment-3-pc-expandable-spinner-luggage-set.jsp	Rockland	Rockland Luggage, Polo Equipment 3-pc. Expandable Spinner Luggage Set	1309989	1309989	239.99	2013-12-02 18:49:47	http://reviews.kohls.com/9025/1309989/reviews.htm?format=embedded	n/a	n/a	n/a	n/a	n/a	0	n/a	5	n/a	n/a	n/a	n/a	n/a	n/a	0	0
LGKR0153	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/prd-1309991/rockland-polo-equipment-3-pc-expandable-spinner-luggage-set.jsp	n/a	n/a	1309991	1309991	n/a	2013-12-02 18:49:47	http://reviews.kohls.com/9025/1309991/reviews.htm?format=embedded	n/a	n/a	n/a	n/a	n/a	0	n/a	5	n/a	n/a	n/a	n/a	n/a	n/a	0	0
LGKR0151	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/prd-1309985/rockland-polo-equipment-3-pc-expandable-spinner-luggage-set.jsp	Rockland	Rockland Luggage, Polo Equipment 3-pc. Expandable Spinner Luggage Set	1309985	1309985	239.99	2013-12-02 18:49:47	http://reviews.kohls.com/9025/1309985/reviews.htm?format=embedded	n/a	n/a	n/a	n/a	n/a	0	n/a	5	n/a	n/a	n/a	n/a	n/a	n/a	0	0
LGKR0157	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/prd-487476/taylor-digital-luggage-scale.jsp	n/a	n/a	487476	487476	n/a	2013-12-02 18:49:57	http://reviews.kohls.com/9025/487476/reviews.htm?format=embedded	n/a	n/a	n/a	n/a	n/a	0	n/a	5	n/a	n/a	n/a	n/a	n/a	n/a	0	0
LGKR0158	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/prd-489427/mcklein-bucktown-leather-briefcase.jsp	McKlein	McKlein Bucktown Leather Briefcase	489427	489427	224.99	2013-12-02 18:49:57	http://reviews.kohls.com/9025/489427/reviews.htm?format=embedded	Great look and features inside	05/13/2013	Palm Desert, CA	Linnien	0	0	5	5	n/a	Very classy briefcase. Looks professional but not overstated.Lots of room for a laptop and everything you need.	n/a	n/a	55-65	n/a	1	1
LGKR0159	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/prd-489455/mcklein-west-loop-leather-briefcase.jsp?searchTerm=McKlein%20West%20Loop%20Leather%20Briefcase	McKlein	McKlein West Loop Leather Briefcase	489455	489455	254.99	2013-12-02 18:49:57	http://reviews.kohls.com/9025/489455/reviews.htm?format=embedded	n/a	n/a	n/a	n/a	n/a	0	n/a	5	n/a	n/a	n/a	n/a	n/a	n/a	0	0
LGKR0164	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/prd-489605/mcklein-lasalle-wheeled-laptop-overnight-bag.jsp	McKlein	McKlein Luggage, LaSalle Wheeled Laptop Overnight Bag	489605	489605	309.99	2013-12-02 18:50:09	http://reviews.kohls.com/9025/489605/reviews.htm?format=embedded	Very pleased for the price	06/16/2011	Florida	meeses	0	0	5	5	n/a	Very nice bag that has plenty of room and storage for at least a couple days worth of clothes. Nice leather and style. I'm very pleased.	n/a	n/a	25-34	n/a	1	1
LGKR0166	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/prd-489622/mcklein-pearson-expandable-briefcase.jsp	McKlein	McKlein Pearson Expandable Briefcase	489622	489622	214.99	2013-12-02 18:50:09	http://reviews.kohls.com/9025/489622/reviews.htm?format=embedded	n/a	n/a	n/a	n/a	n/a	0	n/a	5	n/a	n/a	n/a	n/a	n/a	n/a	0	0
LGKR0165	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/prd-489608/mcklein-lexington-briefcase.jsp	McKlein	McKlein Lexington Briefcase	489608	489608	199.99	2013-12-02 18:50:09	http://reviews.kohls.com/9025/489608/reviews.htm?format=embedded	Great briefcase, different color	12/05/2011	n/a	BlueMoon7484	0	0	4	5	n/a	I think it's a great briefcase, and I will be giving it as a Christmas gift. However, it came in black, not dark brown as the site said. I am personally OK with this because I was "settling" for dark brown, and had really wanted it to be black. However, this may be an issue for some shoppers!	n/a	n/a	n/a	n/a	1	1
LGKR0156	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/prd-392649/belle-hop-comfort-neck-pillow.jsp?crosssell=true	Belle Hop	Belle Hop Comfort Neck Pillow	392649	392649	13.59	2013-12-02 18:49:57	http://reviews.kohls.com/9025/392649/reviews.htm?format=embedded	n/a	01/15/2012	n/a	floridateacher	0	0	4	5	n/a	n/a	n/a	n/a	55-65	n/a	1	1
LGKR0212	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/prd-565899/leatherbay-shopping-tote.jsp	Leatherbay	Leatherbay Shopping Tote	565899	565899	135.95	2013-12-02 18:50:22	http://reviews.kohls.com/9025/565899/reviews.htm?format=embedded	n/a	n/a	n/a	n/a	n/a	0	n/a	5	n/a	n/a	n/a	n/a	n/a	n/a	0	0
LGKR0171	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/prd-565916/leatherbay-mini-backpack.jsp	n/a	n/a	565916	565916	n/a	2013-12-02 18:50:22	http://reviews.kohls.com/9025/565916/reviews.htm?format=embedded	Nice but cheap	03/25/2012	Rochester, ny	Scyquin	1	1	2	5	n/a	The leather bag was very lovely if not a little on the small side. Unfortunately, the bag is top heavy and constantly fell forward. Also, a week after I got it, one of the little draw strings pulled out. I say pulled out because it was not sewn in but rather hot glued. Disappointing... however Kohl's customer service was ready and more than willing to see things set straight. Another happy customer glad to shop at Kohl's :)	n/a	n/a	25-34	n/a	1	1
LGKR0181	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/PRD-489595/McKlein+Morgan+Leather+Laptop+Briefcase.jsp?crosssell=true	McKlein	McKlein Morgan Leather Laptop Briefcase	489595	489595	249.99	2013-12-02 18:50:09	http://reviews.kohls.com/9025/489595/reviews.htm?format=embedded	n/a	n/a	n/a	n/a	n/a	0	n/a	5	n/a	n/a	n/a	n/a	n/a	n/a	0	0
LGKR0213	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/prd-565949/leatherbay-downtown-messenger-bag.jsp?pfx=pfx_shopcompare&cid=shopping7&mr:referralID=7e6b95a9-d28a-11e2-9dea-001b2166becc	Leatherbay	Leatherbay Downtown Messenger Bag	565949	565949	89.95	2013-12-02 18:50:22	http://reviews.kohls.com/9025/565949/reviews.htm?format=embedded	Bad Picture	03/11/2011	Lowell MA	Jes383	1	2	2	5	n/a	This bag was everything that I was looking for. However I thought the color was pink because that's what the picture looks like. When I recieved the bag it was a dark yellow. Totally not the color I wanted. Overall though it looked like a great bag.	n/a	n/a	25-34	n/a	1	1
LGKR0170	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/prd-563879/gotoob-by-humangear-3-pk-small-containers.jsp	humangear	GoToob by humangear 3-pk. Small Containers	563879	563879	18.89	2013-12-02 18:50:22	http://reviews.kohls.com/9025/563879/reviews.htm?format=embedded	n/a	n/a	n/a	n/a	n/a	0	n/a	5	n/a	n/a	n/a	n/a	n/a	n/a	0	0
LGKR0175	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/prd-707522/sumdex-neometro-link-15-in-laptop-laptop-briefcase.jsp?searchTerm=707522	Sumdex	Sumdex NeoMetro Link 15-in. Laptop Laptop Briefcase	707522	707522	59.99	2013-12-02 18:50:35	http://reviews.kohls.com/9025/707522/reviews.htm?format=embedded	n/a	n/a	n/a	n/a	n/a	0	n/a	5	n/a	n/a	n/a	n/a	n/a	n/a	0	0
LGKR0174	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/prd-704638/sumdex-business-17-in-laptop-tote.jsp?searchTerm=Sumdex%20Business%2017%20Laptop%20Tote%20Bag	Sumdex	Sumdex Business 17-in. Laptop Bag	704638	704638	59.99	2013-12-02 18:50:35	http://reviews.kohls.com/9025/704638/reviews.htm?format=embedded	n/a	n/a	n/a	n/a	n/a	0	n/a	5	n/a	n/a	n/a	n/a	n/a	n/a	0	0
LGKR0217	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/prd-707500/sumdex-neometro-link-13-in-macbook-pro-briefcase.jsp?skuId=845524892679898&search=845524892679898&_requestid=3102906	Sumdex	Sumdex NeoMetro Link 13-in. MacBook Pro Briefcase	707500	707500	59.99	2013-12-02 18:50:35	http://reviews.kohls.com/9025/707500/reviews.htm?format=embedded	n/a	n/a	n/a	n/a	n/a	0	n/a	5	n/a	n/a	n/a	n/a	n/a	n/a	0	0
LGKR0222	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/prd-867147/wildkin-dinosaur-pack-n-snack-backpack-kids.jsp	n/a	n/a	867147	867147	n/a	2013-12-02 18:50:53	http://reviews.kohls.com/9025/867147/reviews.htm?format=embedded	n/a	n/a	n/a	n/a	n/a	0	n/a	5	n/a	n/a	n/a	n/a	n/a	n/a	0	0
LGKR0221	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/prd-867107/wildkin-big-dots-laptop-messenger-bag-kids.jsp	Wildkin	Wildkin Big Dots Laptop Messenger Bag - Kids	867107	867107	39.99	2013-12-02 18:50:53	http://reviews.kohls.com/9025/867107/reviews.htm?format=embedded	n/a	n/a	n/a	n/a	n/a	0	n/a	5	n/a	n/a	n/a	n/a	n/a	n/a	0	0
LGKR0216	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/prd-704498/sumdex-impulse-full-speed-rain-bumper-156-in-laptop-backpack.jsp?skuId=845524892678847&search=845524892678847&_requestid=3103262	Sumdex	Sumdex Impulse Full Speed Rain Bumper 15.6-in. Laptop Backpack	704498	704498	59.99	2013-12-02 18:50:35	http://reviews.kohls.com/9025/704498/reviews.htm?format=embedded	n/a	01/14/2013	n/a	giftaholic	0	0	5	5	n/a	n/a	n/a	n/a	45-54	n/a	1	1
LGKR0223	n/a	Kohls	n/a	n/a	n/a	n/a	n/a	http://www.kohls.com/product/prd-867156/wildkin-camo-pack-n-snack-backpack-kids.jsp	n/a	n/a	867156	867156	n/a	2013-12-02 18:50:53	http://reviews.kohls.com/9025/867156/reviews.htm?format=embedded	n/a	n/a	n/a	n/a	n/a	0	n/a	5	n/a	n/a	n/a	n/a	n/a	n/a	0	0
